Unnamed: 0,Venue Name,Text,Sentence Count,Sentences,Word Count,Review ID,Gold Aspect Labels,Gold Sentiment Labels
53283,Kroegtijger,Super cozy pub in the noise of the ramparts and the news market. …,2,Super cozy pub in the noise of the ramparts and the news market.,13,93962,,
56209,Indrapura," Rijstaffel, Indonesian buffet around the rice tested, excellent, we feasted. very nice welcome, with a server delighted to exchange in French. only downside, a very high noise level does not allow us to appreciate the …",3,"only downside, a very high noise level does not allow us to appreciate the …",15,638841,,
69949,Oleg Pelmeni Bar,"As a Russian, I find that this place proudly represents Russian cuisine and its flavours, without any noise (like clichés etc.)
Everything we tried here was delicious, and the visial was great! …",3,"As a Russian, I find that this place proudly represents Russian cuisine and its flavours, without any noise (like clichés etc.)",25,174034,,
73757,How Do You Roll?,Top sushi! The service is super nice and you can make a little noise here while you pause a delicious inside out spicy tuna. To go! …,4,The service is super nice and you can make a little noise here while you pause a delicious inside out spicy tuna.,22,533548,,
74196,Miu," Such a better all you can eat. Food for that price is enough (usually 5 courses on 5 plates), is fast and subjectively is very good. The disadvantage may be higher noise level during peak hours (mainly in the evening …",3,The disadvantage may be higher noise level during peak hours (mainly in the evening …,15,505422,,
76501,La Zoccola del Pacioccone,"Original Italian food, service and kindness! Maybe you have to wait for a free table, but it's worth it. Small and noise place but the feeling is wonderful.",3,Small and noise place but the feeling is wonderful.,9,469085,,
80231,Koffiespot,"Awesome coffee, good food and easy place to work, read and chill. Be prepared for a bit of noise",2,Be prepared for a bit of noise,7,182235,,
84606,Café-Restaurant Amsterdam,Nice and good food and cozy. a lot of noise due to high ceiling …,2,a lot of noise due to high ceiling …,8,631520,,
84731,Café-Restaurant Amsterdam,Good food a lot of noise having a conversation is difficult. …,2,Good food a lot of noise having a conversation is difficult.,11,42436,,
90686,Eersteklas Restaurant,Not a place for highly sensitive people. Lots of noise from conversations and dishes. Food tasty but little. …,4,Lots of noise from conversations and dishes.,7,378963,,
96558,Restaurant Bonjour," Nice place, away from the teeming tourists in peace and quiet good food. Pleasant service, good ambiance, romantic candlelight, no noise or loud music. …",3,"Pleasant service, good ambiance, romantic candlelight, no noise or loud music.",14,440267,,
99466,Vandaag," What a special experience it was.
Staff is not interested, too young and inexperienced. Tables were not cleared in time, accumulation of plates and dishes. Far too busy and noise from small …",4,Far too busy and noise from small …,7,247259,,
99478,Vandaag," Went to eat here on my birthday. The food is disastrous, dirty and tasteless. If you like children and noise, this is a great place to eat. The staff at the counter are friendly, once inside ""Laura"" said her word …",4,"If you like children and noise, this is a great place to eat.",14,348181,,
99542,Vandaag," Good food, enough variety in the food. Less are the carts that come past your table to pick up the plates, make a lot of noise and remain standing for a relatively long time …",2,"Less are the carts that come past your table to pick up the plates, make a lot of noise and remain standing for a relatively long time …",28,374672,,
106978,Venster 33," Very wide to enter with a stroller, there is no changing table for babies. And in the end the staff before and after eating made a lot of noise with the chairs which was uncomfortable. …",3,And in the end the staff before and after eating made a lot of noise with the chairs which was uncomfortable.,21,169251,,
109259,Ron Gastrobar Oriental,Average.  Flavours sadly lacking in most dishes. Char sui just a mishmash of competing noise.  Lamb pancake was good primarily because it had so much chilli in it. …,5,Char sui just a mishmash of competing noise.,8,204939,,
111427,Caffe cliche,"Nice food and good service. Quite a cosy atmosphere. We were sitting close to the front door which got a bit cold whenever anyone came in. Talking after a while became rather hard with the amount of noise. Still a very nice place, I would certainly recommend a visit!",5,Talking after a while became rather hard with the amount of noise.,12,487359,,
111861,Het Karbeel," We opted for the Karbeel fondue, a bit strong but we really enjoyed ourselves. One star less compared to the noise in the restaurant made by a group, and the waiters have never been calmed down …",2,"One star less compared to the noise in the restaurant made by a group, and the waiters have never been calmed down …",23,427123,,
114411,Volt,Nice restaurant in the Pijp where you can eat on the sidewalk amidst the noise of the Pijp. …,2,Nice restaurant in the Pijp where you can eat on the sidewalk amidst the noise of the Pijp.,18,76787,,
122754,Cafe het Hok,Pleasant (food) cafe. Friendly staff. Only the refrigerator makes a lot of noise. …,4,Only the refrigerator makes a lot of noise.,8,428512,,
130390,Coffee Company," Space is poorly arranged
Lots of noise from sliding chairs and coffee machines. For example, put rubbers under the chair legs. That makes a big difference. …",4," Space is poorly arranged
Lots of noise from sliding chairs and coffee machines.",13,92245,,
132252,"Bagels & Beans Amsterdam, Bos en Lommerweg","Very friendly staff, delicious Oatly barrista cappuccino  and vegan raw pecan pie. Two patios offer comfortable, flowery, outside- inside spaces, without car fumes and traffic noise. The food is prepared with careful attention making it …",3,"Two patios offer comfortable, flowery, outside- inside spaces, without car fumes and traffic noise.",18,571987,,
135473,De Ebeling,"Although it looks small from the outside, it huge inside. The Friday night we went it was super packed, making even the ventilation pipes dripping. Be prepared for loud music and quite some noise",3,Be prepared for loud music and quite some noise,9,182248,,
138123,Fondue & Fondue," Nice restaurant! Service was fine, food too.
Just a pity about the noise …",3,Just a pity about the noise …,6,369617,,
138527,Haven van Texel," Eaten here on Thursday with a group of 10. It is a cozy and cozy restaurant, but I can imagine that a few couples suffer from large groups (noise). Food was fine (great steak!) And service very friendly and quick (but …",4,"It is a cozy and cozy restaurant, but I can imagine that a few couples suffer from large groups (noise).",23,356666,,
146567,Scheltema," Enjoyed a delicious lunch in the old-fashioned Dutch style with a nice ball and fries sandwich from the tourist crowds. No fuss, no noise and excellent service. You see me back here more often. …",4,"No fuss, no noise and excellent service.",8,413665,,
146656,Scheltema," Cutrillo, not very careful and enough noise.

 …",2," Cutrillo, not very careful and enough noise.",8,20828,,
148758,café de Dam,This place will shortly be closed because they do not stick to noise limits and the closing times agreed with the authorities. Good riddance to these selfish  A' holes who couldn't care less about locals trying to sleep. You have been REPORTED.,3,This place will shortly be closed because they do not stick to noise limits and the closing times agreed with the authorities.,22,562824,,
149159,Cafe Van Zuylen,In the evening we went in for a good beer. Nobody complained about the noise of the Italians (moreover not excessive in my opinion) and they didn't rush us. Quiet evening. Quiet place. We have been fine. …,6,Nobody complained about the noise of the Italians (moreover not excessive in my opinion) and they didn't rush us.,23,414914,,
152497,hemelse modder,Excellent hotel close to the airport. There is no noise from airplanes taking off at all. The breakfast is gorgeous. The bar is rarely empty. The rooms are comfortable. …,6,There is no noise from airplanes taking off at all.,10,548780,,
156867,De Nieuwe Lelie,"One of my favorite bar of Amsterdam. Quite small, a few outside tables (neighbors are not fond of noise though), a nice pool table inside, in a typical dutch decorum and in a super beautiful area of the city. Barmen here are always super chill and friendly.",3,"Quite small, a few outside tables (neighbors are not fond of noise though), a nice pool table inside, in a typical dutch decorum and in a super beautiful area of the city.",37,448673,,
157224,Het Ketelhuis," You look your eyes out here: all those details of the former destination of this building. Although it is often busy here and the noise from visitors can get quite a bit, you can find a quiet place to sit upstairs. If …",3,"Although it is often busy here and the noise from visitors can get quite a bit, you can find a quiet place to sit upstairs.",26,159033,,
165112,Rosalia’s Menagerie,"I was looking for a cocktail bar to celebrate an anniversary together with my wife. Somewhere away from the city noise, in a nice relaxing atmosphere and chilling drinks. Purely by accident I found a cocktail bar having 4.9 out of 5 stars …",3,"Somewhere away from the city noise, in a nice relaxing atmosphere and chilling drinks.",15,474506,,
