,Name,Sentiment,Text,Label
400938,Joya,positive,An asset to the city.,1
228050,Cafe Chris,positive,Typical place,1
238680,Leeman D√∂ner,positive,…,1
609387,Sawadee ka,positive,"Food is good, as are the prices.",1
204314,BoerGeert,positive,(Translated by Google) Super tasty sandwiches  (Original) Super lekkere broodjes,1
585408,Bar Botanique Cafe Tropique,positive,…,1
304706,Baires Empanadas,positive,"Amazingly delicious empanadas, especially the cheese ones, totally recommended for a quick bite.",1
110498,Bocca Coffee Roasters,negative,It was very little breakfast.,0
787181,FuLu Mandarijn,positive,Great place with authentic Chinese cuisine.,1
82402,La Rive,positive,Definitely an experience.,1
368996,Casa di David,negative,(Translated by Google) Pizza was purple  (Original) Pizza was paars,0
406241,Stroom,positive,"(Translated by Google) Great breakfast, delicious! The coffee was great! Initially, there was some misunderstanding between us and the waitress, but they also evaporated.",1
109635,Peper & Zout,positive,Good staff and good food for a reasonable price …,1
121641,Argentinos,negative,Expensive for what you get but taste is good.,0
705017,Orontes,positive,…,1
161213,G's,positive,Fresh and delicious food and great service,1
455734,Zurich,positive,Soup was good but a little expensive.,1
320231,Nam Kee,positive,The other dishes especially the oyster are really good.,1
438144,De blauwe Hollander,positive,(Translated by Google) The food was very good.,1
290865,Bloemers,positive,Lovely corner café with south-facing pavement tables.,1
6999,Café-Restaurant Dauphine,negative,Interesting ambience.,0
558154,D√∂nerland Eethuis,positive,I had a köfte sandwich with roasted vegetables and it was absolutely AMAZING this is a must visit specially when you like food.,1
90894,Los Pilones,negative,Best was the chips.,0
247261,Troost,positive,Beer is home-brewed and tastes fairly light.,1
233976,Vasso,positive,(Translated by Google) Were there twice during our vacation.,1
49532,Huis van Iemand Anders,positive,5 stars <3  (Original) …,1
608624,Tijger & de Vis,positive,This place is amazing.,1
137701,Craft & Draft,positive,The place is small but awesome staff and the beers ofc :),1
519416,Irish pub St. James Gate,positive,(Translated by Google) Cozy Irish pub with good meals.,1
329707,Ashoka,positive,"(Translated by Google) We went to eat today, on the advice of a French friend, and my god what a treat! 🥰 We loved the restaurant, the waiters and the decor.",1
113719,Café-Restaurant Amsterdam,positive,(Translated by Google) Super food and very nice service! Really recommended.,1
741561,Blue Pepper,negative,Average Indonesian food.,0
551349,De Laatske Krumel,positive,cakes average 5€ a piece..,1
280346,Ron Gastrobar,positive,…,1
589160,Stork,positive,"Great food, great attention.",1
349342,Castell,negative,A dessert or drink after is not possible because they do not have the …,0
341647,Melly’s Cookie Bar,positive,Is a good people watching spot,1
151507,Caffe cliche,positive,Recommended.,1
346348,Mas Tapas,positive,Mas Tapas has great food and service.,1
521836,Checkpoint Charlie,positive,"Great beer, food, games, pool and people!",1
702613,Soup en zo,positive,"(Translated by Google) The soups are delicious, a lot of vegetarian, there is with meat and there is a medium size chicken for 6 euros.",1
578418,Pendergast,positive,Legit.,1
90485,Los Pilones,positive,😉   Viva Mexico!!!! 🇲🇽,1
478572,Bhatti Pasal,positive,Amazing authentic food! You will love it!!!,1
512936,Pizzeria Pasta Villa,positive,Very busy on Friday and Saturday evenings.,1
748740,Radijs,positive,Too bad you can only drink on the deck …,1
599679,Pancake Corner Restaurant,negative,This was my first time here.,0
148240,Hotel Buiten,positive,(Translated by Google) Beautiful surroundings  (Original) Mooie om geving,1
597117,Greenwoods,positive,"Hard to catch waiters attention to get something, even though they were really nice.",1
631422,Caf√© 't Papeneiland,positive,Really nice Barman and a rustic interior really made us feel like we'd gone back to Old Amsterdam.,1
81738,Bagels & Beans,positive,Nice decor.,1
327998,Oedipus Brewing,positive,Interesting atmosphere.,1
334067,Adam & Siam,positive,…,1
341585,Melly’s Cookie Bar,positive,Chocolate cookie outstanding.,1
587856,Eatmosfera,positive,"Delicious Pizza and Pasta, the second one a bit pricy to the size what you get, but really good.",1
560128,Vondeltuin,positive,(Translated by Google) Walking in the Vondelpark and eating a nice soup!  (Original) …,1
39434,EYE Bar Restaurant,negative,The food was tasteless.,0
548820,Rijks,positive,(Translated by Google) Wonderful ambiance.,1
383696,Breda,positive,(Translated by Google) Delicious lunch at Breda.,1
249209,The Mill,positive, After shopping in many jewelry stores and not finding exactly what we were …,1
735759,Meatless district,negative,First was super happy that another vegetarian/vegan place opened in the city.,0
814491,Amstelhoeck,positive,The food was very nice and the people very friendly and helpful.,1
24561,Café 't Papeneiland,positive,Went here as part of a food tour.,1
722443,Azzurro,negative,"(Translated by Google) Good pizza, on the other hand salmon pasta ....",0
97024,Grand Café l'Opera,positive,Very fancy and the personnel was friendly.,1
92117,Semai,positive,With very friendly + attentive staff.,1
702433,Soup en zo,positive,We've been to Amsterdam twice now and have had this both times because it's so great!,1
388226,LAB 111,positive,Italian films.,1
574038,Dope,negative,We waited TWO HOURS before eating ...,0
311503,The Chicken Bar,positive,one of the best chicken that i had in my life!,1
159879,Grand Caf√© l'Opera,positive,"The food here is excellent, service is moderately quick.",1
489065,The Seafood Bar,positive,Fantastic,1
809841,SLA,positive,Friendly and helpful staff.,1
179522,Cobra Café,negative,It was nice.,0
724943,Lin Wah,negative,Is that also disappointing.,0
721694,Café Maxwell,positive,Rally nice and cozy interior and the waiters were also nice and english-friendly.,1
70329,Star BBQ,positive,Jamie!!! You are awesome.,1
113582,Café-Restaurant Amsterdam,positive,The food selected and about 13 minutes later …,1
561688,Sumo,negative,"Generic Sushi, they're known for ""all-you-can-eat"" options",0
525980,Teppanyaki Restaurant Sazanka,positive,I went there without a reservation and the staff was very friendly and allowed me and my friend to come in and eat.,1
414773,Westergasterras,negative,With fish soup I think of a soup that also contains pieces of fish and perhaps also matching …,0
547711,Rijks,positive,The beet root was amazing and the ceviche and …,1
670234,café Bos,positive,Once to watch some football and the other time just for quick drink after work.,1
232425,Caffe Italia,positive,(Translated by Google) Food tastes great and friendly staff  (Original) …,1
68770,Kroegtijger,positive,Good vibes all round!,1
245847,In 't Vierde Baarsje,positive,"(Translated by Google) Great restaurant, delicious food and unforgettable service, great class.",1
625597,Superskunk,positive,Doesn't particularly stand out in the area but it's the same vibe as most places selling the same kind of things.,1
140702,De Drie Fleschjes,positive,A fun introduction to a Dutch institution.,1
206208,The Zen,positive,Bar section is well stocked and who says no to that?!,1
746402,The Butcher Social Club,negative,(Translated by Google) The food was reasonably minus but the restaurant concept was really nice Pretty big restaurant but prices are expensive …,0
447039,McDonald's,positive,"(Translated by Google) Clean, good service just like other Mac Donalds  (Original) …",1
337105,De Biertuin,positive, Loved it.,1
483727,Tarbush,positive,"(Translated by Google) Delicious, you must try this! Chicken and lamb shawarma wrap chosen, the best in Amsterdam!! …",1
79219,Flame Steakhouse,positive,Really good coffee and can highly recommend the Dutch breakfast.,1
814837,Amstelhoeck,negative,Nice cafe with a view.,0
29708,Anne&Max,positive,"Excellent coffee, of course, but also a very nice location.",1
85293,Kama Sutra,negative,"Decent place, we took the social deal thali set and the taste was decent, not too spicy although felt couple of options felt similar with same sauce.",0
346499,De Rode Laars,positive,Ger the owner is a fantastic guy.,1
633380,Frens Haringhandel,positive,Probably the most delicious street food that I've ever tried.,1
172307,Café de Gaeper,positive,Also super! …,1
487519,Sugo,positive,Two slices make a good sized meal.,1
114192,Café-Restaurant Amsterdam,negative,"(Translated by Google) Separate atmosphere, therefore worthwhile, but very massive and do not expect culinary delights …",0
90685,Los Pilones,positive,"Beef Tacos were amazing, though a little pricey for €18.",1
686725,Pannenkoekenhuis Upstairs,positive,It’s my first time to try dutch pancakes and it didn’t disappoint.,1
439214,De blauwe Hollander,positive, (Original) …,1
210269,Maxies,positive,Really nice staff and awesome food! #tasty,1
637591,Chipsy King,negative,…,0
211007,Lalla Rookh,positive,should be something unique to tourists who don't know the suriname cuisine yet (cuisine is a combination of 3 continents and 6 cultures),1
363201,Loetje in De Pijp,positive,But terter Duration.,1
727221,Kam Kee,positive," What more can you ask for...always a go to place, can highly recommend.",1
640520,Caffe Esprit,positive,Smiling service,1
96413,California Burrito Company,positive,Hot and tasty.,1
334372,Bagels & Beans,positive,Great bagels and nice ambience!,1
523966,Festina Lente,positive,"Nice Food, cozy athmosphere",1
486609,Cafe Vrijdag,positive,Brilliant! Fantastic pub,1
155352,Coffeeshop Rock-it,positive,Would recommend!,1
478549,Bhatti Pasal,positive,Excellent food and prices.,1
778677,Blauwe Theehuis,positive,Perfect for a beer in the park,1
45411,Gertrude's Cafe,negative,Ordered the duck confit enchiladas with Verde rice and black beans.,0
103705,La Zoccola del Pacioccone,positive,"They are a bit more expensive than other restaurants, but the quality shows.",1
476049,Ivy & Bros,negative,…,0
646377,van Kerkwijk,positive,"We had the starter which was a platter of spreads and slices of meatloaf, so everone had something they liked.",1
71304,Aen't Water,negative,"Wonderfully centrally located, smooth lady behind the counter.",0
669273,China Si Chuan Restaurant,positive,Tip: Try the Crispy chicken,1
127988,Pacifico,negative,Overly expensive.,0
528894,Mama Dough,positive,Great pizza.,1
238700,Leeman D√∂ner,positive,…,1
774596,Guts & Glory,negative,(Translated by Google) Do not know if the metamorphosis is so successful.,0
87288,Harbour Club Café,positive,Somewhat unknown to the general public for a while.,1
442986,San Francisco Sandwich Company,positive,"Such a nice comfy place, singing people and great food ❤️",1
812158,Mastino,negative,"Place was full of blue smoke from the oven, no napkins, no glass for your drink.",0
389339,Maximus Steak House,positive,Great lunch for a great price.,1
292230,Loetje Zuidas,positive,(Translated by Google) The club sandwich Pastrami is delicious at Loetje.,1
121382,Eetcafé 't Gasthuys,positive,Tasteless and incomprehensible balls.,1
322097,Ku,negative,Most are very delicious with a twist of modern …,0
315865,Hasta la Pasta,positive,"(Translated by Google) Very friendly, which in Amsterdam is not very common ....",1
783975,Koffie ende koecke,positive,This small gem was only one block away from our ABNB we picked it based on other reviews and we were not disappointed..,1
121548,Argentinos,positive,"Real food experience, very good service",1
417393,Coco's Outback,negative,Very young crowd.,0
762536,Greenwoods,positive,"It's fairly popular, but the queue moves quickly.",1
627210,Rokerij III,positive,Favorite place ever!,1
91223,Los Pilones,positive,(Translated by Google) Tasty authentic Mexican food.,1
805164,Cafe Walvis,positive,Not advised to go there after too many beers,1
771636,Caf√© C√≥modo,negative,"Kindly asked for something else, but it was already ready.",0
